,date,team,opponent,game_time,attendance,night_game,home
129,"Monday, Aug 21 2017",MIL,SFG,2:45,"39,341",1,0
130,"Tuesday, Aug 22 2017",MIL,SFG,3:15,"39,523",1,0
131,"Wednesday, Aug 23 2017",MIL,SFG,3:08,"40,015",0,0
132,"Friday, Aug 25 2017",MIL,LAD,3:00,"52,455",1,0
133,"Saturday, Aug 26 2017",MIL,LAD,2:58,"52,345",1,0
134,"Sunday, Aug 27 2017",MIL,LAD,3:31,"51,355",0,0
135,"Tuesday, Aug 29 2017",MIL,STL,3:33,"31,985",1,1
136,"Wednesday, Aug 30 2017",MIL,STL,2:40,"28,964",0,1
137,"Thursday, Aug 31 2017",MIL,WSN,2:50,"26,384",1,1
139,"Friday, Sep 1 2017",MIL,WSN,2:39,"40,044",1,1
140,"Saturday, Sep 2 2017",MIL,WSN,3:01,"35,341",1,1
141,"Sunday, Sep 3 2017",MIL,WSN,2:49,"36,937",0,1
142,"Monday, Sep 4 2017",MIL,CIN,3:03,"22,403",0,0
143,"Tuesday, Sep 5 2017",MIL,CIN,3:26,"12,135",1,0
144,"Wednesday, Sep 6 2017",MIL,CIN,2:44,"12,626",0,0
145,"Friday, Sep 8 2017",MIL,CHC,2:51,"41,020",1,0
146,"Saturday, Sep 9 2017",MIL,CHC,3:09,"41,167",0,0
147,"Sunday, Sep 10 2017",MIL,CHC,2:54,"40,113",0,0
148,"Monday, Sep 11 2017",MIL,PIT,3:03,"27,422",1,1
149,"Tuesday, Sep 12 2017",MIL,PIT,3:00,"30,331",1,1
150,"Wednesday, Sep 13 2017",MIL,PIT,3:26,"27,436",1,1
151,"Friday, Sep 15 2017",MIL,MIA,3:23,"19,369",1,1
152,"Saturday, Sep 16 2017",MIL,MIA,3:03,"25,079",1,1
153,"Sunday, Sep 17 2017",MIL,MIA,3:11,"24,535",0,1
154,"Monday, Sep 18 2017",MIL,PIT,2:52,"16,283",1,0
155,"Tuesday, Sep 19 2017",MIL,PIT,3:04,"13,929",1,0
156,"Wednesday, Sep 20 2017",MIL,PIT,3:33,"15,741",1,0
157,"Thursday, Sep 21 2017",MIL,CHC,3:57,"35,114",1,1
158,"Friday, Sep 22 2017",MIL,CHC,4:03,"40,116",1,1
159,"Saturday, Sep 23 2017",MIL,CHC,3:17,"44,067",0,1
160,"Sunday, Sep 24 2017",MIL,CHC,2:53,"42,212",0,1
161,"Tuesday, Sep 26 2017",MIL,CIN,3:19,"30,079",1,1
162,"Wednesday, Sep 27 2017",MIL,CIN,3:09,"34,882",1,1
163,"Thursday, Sep 28 2017",MIL,CIN,2:56,"30,293",0,1
164,"Friday, Sep 29 2017",MIL,STL,2:44,"44,815",1,0
165,"Saturday, Sep 30 2017",MIL,STL,3:13,"42,246",0,0
167,"Sunday, Oct 1 2017",MIL,STL,2:24,"44,787",0,0
0,"Monday, Apr 3 2017",TEX,CLE,3:21,"48,350",1,1
1,"Tuesday, Apr 4 2017",TEX,CLE,3:14,"23,574",1,1
2,"Wednesday, Apr 5 2017",TEX,CLE,3:25,"24,649",1,1
3,"Friday, Apr 7 2017",TEX,OAK,2:56,"34,235",1,1
4,"Saturday, Apr 8 2017",TEX,OAK,2:59,"44,410",1,1
5,"Sunday, Apr 9 2017",TEX,OAK,3:16,"36,905",0,1
6,"Tuesday, Apr 11 2017",TEX,LAA,3:33,"34,044",1,0
7,"Wednesday, Apr 12 2017",TEX,LAA,2:59,"34,599",1,0
8,"Thursday, Apr 13 2017",TEX,LAA,3:14,"30,255",0,0
9,"Friday, Apr 14 2017",TEX,SEA,3:05,"41,855",1,0
10,"Saturday, Apr 15 2017",TEX,SEA,2:24,"34,927",1,0
11,"Sunday, Apr 16 2017",TEX,SEA,3:39,"19,678",0,0
12,"Monday, Apr 17 2017",TEX,OAK,2:46,"10,406",1,0
13,"Tuesday, Apr 18 2017",TEX,OAK,2:48,"12,091",1,0
14,"Wednesday, Apr 19 2017",TEX,OAK,2:47,"14,031",0,0
15,"Thursday, Apr 20 2017",TEX,KCR,3:47,"26,898",1,1
16,"Friday, Apr 21 2017",TEX,KCR,2:45,"31,320",1,1
17,"Saturday, Apr 22 2017",TEX,KCR,2:38,"41,446",1,1
18,"Sunday, Apr 23 2017",TEX,KCR,3:00,"37,177",0,1
19,"Monday, Apr 24 2017",TEX,MIN,3:01,"19,027",1,1
20,"Tuesday, Apr 25 2017",TEX,MIN,3:04,"20,568",1,1
21,"Wednesday, Apr 26 2017",TEX,MIN,3:37,"22,365",1,1
22,"Friday, Apr 28 2017",TEX,LAA,3:12,"28,968",1,1
23,"Saturday, Apr 29 2017",TEX,LAA,3:03,"44,597",1,1
24,"Sunday, Apr 30 2017",TEX,LAA,3:23,"39,804",0,1
26,"Monday, May 1 2017",TEX,HOU,2:59,"22,556",1,0
27,"Tuesday, May 2 2017",TEX,HOU,3:13,"26,208",1,0
28,"Wednesday, May 3 2017",TEX,HOU,3:01,"27,439",1,0
29,"Thursday, May 4 2017",TEX,HOU,3:52,"27,391",0,0
30,"Friday, May 5 2017",TEX,SEA,5:02,"26,938",1,0
31,"Saturday, May 6 2017",TEX,SEA,3:12,"36,044",1,0
32,"Sunday, May 7 2017",TEX,SEA,3:09,"32,518",0,0
33,"Monday, May 8 2017",TEX,SDP,2:38,"17,756",1,0
34,"Tuesday, May 9 2017",TEX,SDP,2:33,"14,224",0,0
35,"Wednesday, May 10 2017",TEX,SDP,3:24,"24,350",1,1
36,"Thursday, May 11 2017",TEX,SDP,2:39,"22,405",1,1
37,"Friday, May 12 2017",TEX,OAK,2:58,"35,625",1,1
38,"Saturday, May 13 2017",TEX,OAK,3:26,"37,898",1,1
39,"Sunday, May 14 2017",TEX,OAK,2:51,"35,157",0,1
40,"Tuesday, May 16 2017",TEX,PHI,2:44,"23,110",1,1
41,"Wednesday, May 17 2017",TEX,PHI,2:48,"28,703",1,1
42,"Thursday, May 18 2017",TEX,PHI,3:12,"35,007",0,1
43,"Friday, May 19 2017",TEX,DET,3:23,"33,122",1,0
44,"Saturday, May 20 2017",TEX,DET,2:58,"35,166",1,0
45,"Sunday, May 21 2017",TEX,DET,3:35,"24,080",1,0
46,"Tuesday, May 23 2017",TEX,BOS,3:23,"34,769",1,0
47,"Wednesday, May 24 2017",TEX,BOS,2:59,"36,089",1,0
48,"Thursday, May 25 2017",TEX,BOS,3:23,"33,484",1,0
49,"Friday, May 26 2017",TEX,TOR,3:30,"40,754",1,0
50,"Saturday, May 27 2017",TEX,TOR,3:16,"46,825",0,0
51,"Sunday, May 28 2017",TEX,TOR,2:53,"46,188",0,0
52,"Monday, May 29 2017",TEX,TBR,3:48,"35,914",1,1
53,"Tuesday, May 30 2017",TEX,TBR,3:14,"22,942",1,1
54,"Wednesday, May 31 2017",TEX,TBR,3:45,"24,410",1,1
56,"Friday, Jun 2 2017",TEX,HOU,2:58,"39,729",1,1
57,"Saturday, Jun 3 2017",TEX,HOU,3:46,"44,168",1,1
58,"Sunday, Jun 4 2017",TEX,HOU,3:18,"39,204",0,1
59,"Tuesday, Jun 6 2017",TEX,NYM,3:19,"32,617",1,1
60,"Wednesday, Jun 7 2017",TEX,NYM,3:10,"32,477",1,1
61,"Friday, Jun 9 2017",TEX,WSN,3:00,"38,332",1,0
62,"Saturday, Jun 10 2017",TEX,WSN,4:14,"32,157",0,0
63,"Sunday, Jun 11 2017",TEX,WSN,2:53,"32,027",0,0
64,"Monday, Jun 12 2017",TEX,HOU,3:23,"25,698",1,0
65,"Tuesday, Jun 13 2017",TEX,HOU,3:07,"27,615",1,0
66,"Wednesday, Jun 14 2017",TEX,HOU,3:37,"37,221",1,0
67,"Friday, Jun 16 2017",TEX,SEA,3:07,"33,960",1,1
68,"Saturday, Jun 17 2017",TEX,SEA,2:54,"35,928",0,1
69,"Sunday, Jun 18 2017",TEX,SEA,3:43,"31,552",0,1
70,"Monday, Jun 19 2017",TEX,TOR,3:48,"25,115",1,1
71,"Tuesday, Jun 20 2017",TEX,TOR,3:06,"24,169",1,1
72,"Wednesday, Jun 21 2017",TEX,TOR,3:20,"28,376",1,1
73,"Thursday, Jun 22 2017",TEX,TOR,3:07,"26,764",0,1
74,"Friday, Jun 23 2017",TEX,NYY,3:32,"39,602",1,0
75,"Saturday, Jun 24 2017",TEX,NYY,3:03,"40,225",0,0
76,"Sunday, Jun 25 2017",TEX,NYY,3:20,"46,625",0,0
77,"Monday, Jun 26 2017",TEX,CLE,3:37,"17,672",1,0
78,"Tuesday, Jun 27 2017",TEX,CLE,2:52,"19,348",1,0
79,"Wednesday, Jun 28 2017",TEX,CLE,3:04,"21,200",1,0
80,"Thursday, Jun 29 2017",TEX,CLE,2:41,"23,996",0,0
81,"Friday, Jun 30 2017",TEX,CHW,3:42,"18,838",1,0
83,"Saturday, Jul 1 2017",TEX,CHW,3:26,"22,915",0,0
84,"Sunday, Jul 2 2017",TEX,CHW,3:43,"26,206",0,0
85,"Monday, Jul 3 2017",TEX,BOS,4:07,"45,448",1,1
86,"Tuesday, Jul 4 2017",TEX,BOS,3:56,"43,267",1,1
87,"Wednesday, Jul 5 2017",TEX,BOS,2:52,"32,276",1,1
88,"Friday, Jul 7 2017",TEX,LAA,2:49,"40,276",1,1
89,"Saturday, Jul 8 2017",TEX,LAA,3:13,"36,817",1,1
90,"Sunday, Jul 9 2017",TEX,LAA,3:08,"28,384",0,1
91,"Friday, Jul 14 2017",TEX,KCR,2:58,"35,591",1,0
92,"Saturday, Jul 15 2017",TEX,KCR,2:32,"32,907",1,0
93,"Sunday, Jul 16 2017",TEX,KCR,3:11,"23,163",0,0
94,"Monday, Jul 17 2017",TEX,BAL,2:55,"14,922",1,0
95,"Tuesday, Jul 18 2017",TEX,BAL,3:23,"18,119",1,0
96,"Wednesday, Jul 19 2017",TEX,BAL,2:50,"15,693",1,0
97,"Thursday, Jul 20 2017",TEX,BAL,3:11,"14,691",1,0
98,"Friday, Jul 21 2017",TEX,TBR,3:10,"24,461",1,0
99,"Saturday, Jul 22 2017",TEX,TBR,2:56,"20,568",1,0
100,"Sunday, Jul 23 2017",TEX,TBR,3:54,"16,954",0,0
101,"Monday, Jul 24 2017",TEX,MIA,2:34,"24,654",1,1
102,"Tuesday, Jul 25 2017",TEX,MIA,2:54,"25,074",1,1
103,"Wednesday, Jul 26 2017",TEX,MIA,4:02,"26,471",1,1
104,"Friday, Jul 28 2017",TEX,BAL,3:02,"36,270",1,1
105,"Saturday, Jul 29 2017",TEX,BAL,3:08,"44,658",1,1
106,"Sunday, Jul 30 2017",TEX,BAL,3:47,"32,437",0,1
107,"Monday, Jul 31 2017",TEX,SEA,3:16,"22,294",1,1
109,"Tuesday, Aug 1 2017",TEX,SEA,3:30,"21,200",1,1
110,"Wednesday, Aug 2 2017",TEX,SEA,2:53,"23,041",1,1
111,"Thursday, Aug 3 2017",TEX,MIN,3:04,"22,903",1,0
112,"Friday, Aug 4 2017",TEX,MIN,3:03,"22,272",1,0
113,"Saturday, Aug 5 2017",TEX,MIN,2:41,"27,415",1,0
114,"Sunday, Aug 6 2017",TEX,MIN,2:53,"29,056",0,0
115,"Tuesday, Aug 8 2017",TEX,NYM,2:51,"37,326",1,0
116,"Wednesday, Aug 9 2017",TEX,NYM,3:07,"34,222",0,0
117,"Friday, Aug 11 2017",TEX,HOU,3:22,"33,897",1,1
118,"Saturday, Aug 12 2017",TEX,HOU,3:14,"47,306",1,1
119,"Sunday, Aug 13 2017",TEX,HOU,3:04,"31,517",0,1
120,"Monday, Aug 14 2017",TEX,DET,2:56,"21,041",1,1
121,"Tuesday, Aug 15 2017",TEX,DET,3:23,"20,636",1,1
122,"Wednesday, Aug 16 2017",TEX,DET,3:52,"22,713",1,1
123,"Thursday, Aug 17 2017",TEX,CHW,3:49,"23,459",1,1
124,"Friday, Aug 18 2017",TEX,CHW,3:25,"23,402",1,1
125,"Saturday, Aug 19 2017",TEX,CHW,3:50,"33,441",1,1
126,"Sunday, Aug 20 2017",TEX,CHW,3:20,"23,861",0,1
127,"Monday, Aug 21 2017",TEX,LAA,3:11,"35,204",1,0
128,"Tuesday, Aug 22 2017",TEX,LAA,3:58,"37,033",1,0
129,"Wednesday, Aug 23 2017",TEX,LAA,3:41,"35,497",1,0
130,"Thursday, Aug 24 2017",TEX,LAA,2:46,"34,032",1,0
131,"Friday, Aug 25 2017",TEX,OAK,2:26,"14,499",1,0
132,"Saturday, Aug 26 2017",TEX,OAK,3:21,"22,471",0,0
133,"Sunday, Aug 27 2017",TEX,OAK,3:20,"16,335",0,0
134,"Tuesday, Aug 29 2017",TEX,HOU,3:27,"3,485",1,0
135,"Wednesday, Aug 30 2017",TEX,HOU,2:52,"6,123",1,0
136,"Thursday, Aug 31 2017",TEX,HOU,3:02,"3,385",0,0
138,"Friday, Sep 1 2017",TEX,LAA,4:33,"32,240",1,1
139,"Saturday, Sep 2 2017",TEX,LAA,4:09,"25,138",1,1
140,"Sunday, Sep 3 2017",TEX,LAA,3:49,"28,783",0,1
141,"Monday, Sep 4 2017",TEX,ATL,2:50,"23,474",1,0
142,"Wednesday, Sep 6 (1) 2017",TEX,ATL,3:30,"19,971",0,0
143,"Wednesday, Sep 6 (2) 2017",TEX,ATL,3:03,"20,364",1,0
144,"Friday, Sep 8 2017",TEX,NYY,3:23,"35,883",1,1
145,"Saturday, Sep 9 2017",TEX,NYY,2:57,"38,135",0,1
146,"Sunday, Sep 10 2017",TEX,NYY,3:43,"31,349",0,1
147,"Monday, Sep 11 2017",TEX,SEA,2:43,"20,686",1,1
148,"Tuesday, Sep 12 2017",TEX,SEA,3:09,"20,557",1,1
149,"Wednesday, Sep 13 2017",TEX,SEA,3:08,"23,083",1,1
150,"Thursday, Sep 14 2017",TEX,SEA,3:21,"21,931",1,1
151,"Friday, Sep 15 2017",TEX,LAA,3:20,"41,409",1,0
152,"Saturday, Sep 16 2017",TEX,LAA,2:45,"40,719",1,0
153,"Sunday, Sep 17 2017",TEX,LAA,3:22,"36,709",0,0
154,"Tuesday, Sep 19 2017",TEX,SEA,2:54,"17,251",1,0
155,"Wednesday, Sep 20 2017",TEX,SEA,3:27,"15,962",1,0
156,"Thursday, Sep 21 2017",TEX,SEA,2:45,"14,849",1,0
157,"Friday, Sep 22 2017",TEX,OAK,2:37,"13,848",1,0
158,"Saturday, Sep 23 2017",TEX,OAK,2:38,"38,034",1,0
159,"Sunday, Sep 24 2017",TEX,OAK,2:45,"18,601",0,0
160,"Monday, Sep 25 2017",TEX,HOU,3:33,"30,390",1,1
161,"Tuesday, Sep 26 2017",TEX,HOU,3:23,"28,976",1,1
162,"Wednesday, Sep 27 2017",TEX,HOU,3:17,"26,053",0,1
163,"Thursday, Sep 28 2017",TEX,OAK,2:50,"41,664",1,1
164,"Friday, Sep 29 2017",TEX,OAK,2:54,"28,459",1,1
165,"Saturday, Sep 30 2017",TEX,OAK,3:14,"32,759",1,1
167,"Sunday, Oct 1 2017",TEX,OAK,2:37,"33,961",0,1
0,"Monday, Apr 3 2017",COL,MIL,3:26,"43,336",0,0
1,"Tuesday, Apr 4 2017",COL,MIL,3:34,"21,458",1,0
2,"Wednesday, Apr 5 2017",COL,MIL,3:03,"21,824",1,0
3,"Thursday, Apr 6 2017",COL,MIL,3:07,"23,828",0,0
4,"Friday, Apr 7 2017",COL,LAD,3:00,"49,169",0,1
5,"Saturday, Apr 8 2017",COL,LAD,2:59,"48,012",1,1
6,"Sunday, Apr 9 2017",COL,LAD,3:49,"33,529",0,1
7,"Monday, Apr 10 2017",COL,SDP,2:53,"20,504",1,1
8,"Tuesday, Apr 11 2017",COL,SDP,2:24,"20,664",1,1
9,"Wednesday, Apr 12 2017",COL,SDP,2:49,"20,968",0,1
10,"Thursday, Apr 13 2017",COL,SFG,2:50,"41,915",1,0
11,"Friday, Apr 14 2017",COL,SFG,2:49,"42,738",1,0
12,"Saturday, Apr 15 2017",COL,SFG,2:26,"42,371",0,0
13,"Sunday, Apr 16 2017",COL,SFG,2:46,"41,455",0,0
14,"Tuesday, Apr 18 2017",COL,LAD,3:17,"37,960",1,0
15,"Wednesday, Apr 19 2017",COL,LAD,2:55,"45,474",1,0
16,"Friday, Apr 21 2017",COL,SFG,2:59,"27,663",1,1
17,"Saturday, Apr 22 2017",COL,SFG,3:01,"39,239",1,1
18,"Sunday, Apr 23 2017",COL,SFG,2:46,"42,011",0,1
19,"Monday, Apr 24 2017",COL,WSN,3:00,"23,019",1,1
20,"Tuesday, Apr 25 2017",COL,WSN,3:26,"21,340",1,1
21,"Wednesday, Apr 26 2017",COL,WSN,3:23,"22,461",1,1
22,"Thursday, Apr 27 2017",COL,WSN,3:25,"34,929",0,1
23,"Friday, Apr 28 2017",COL,ARI,2:53,"19,300",1,0
24,"Saturday, Apr 29 2017",COL,ARI,3:38,"30,445",1,0
25,"Sunday, Apr 30 2017",COL,ARI,4:02,"23,613",0,0
27,"Tuesday, May 2 2017",COL,SDP,2:56,"18,910",1,0
28,"Wednesday, May 3 2017",COL,SDP,2:53,"16,487",1,0
29,"Thursday, May 4 2017",COL,SDP,4:13,"16,356",0,0
30,"Friday, May 5 2017",COL,ARI,2:56,"30,030",1,1
31,"Saturday, May 6 2017",COL,ARI,3:04,"36,165",1,1
32,"Sunday, May 7 2017",COL,ARI,2:35,"39,175",0,1
33,"Tuesday, May 9 (1) 2017",COL,CHC,3:01,"34,779",0,1
34,"Tuesday, May 9 (2) 2017",COL,CHC,3:01,"36,563",1,1
35,"Wednesday, May 10 2017",COL,CHC,2:14,"35,213",0,1
36,"Thursday, May 11 2017",COL,LAD,3:23,"27,265",1,1
37,"Friday, May 12 2017",COL,LAD,2:53,"40,146",1,1
38,"Saturday, May 13 2017",COL,LAD,3:18,"43,534",1,1
39,"Sunday, May 14 2017",COL,LAD,3:38,"41,051",0,1
40,"Tuesday, May 16 2017",COL,MIN,3:13,"24,295",1,0
41,"Thursday, May 18 (1) 2017",COL,MIN,2:53,"20,603",0,0
42,"Thursday, May 18 (2) 2017",COL,MIN,2:52,"17,140",1,0
43,"Friday, May 19 2017",COL,CIN,3:38,"23,184",1,0
44,"Saturday, May 20 2017",COL,CIN,3:32,"25,188",0,0
45,"Sunday, May 21 2017",COL,CIN,3:14,"23,352",0,0
46,"Monday, May 22 2017",COL,PHI,3:03,"21,251",1,0
47,"Tuesday, May 23 2017",COL,PHI,2:44,"17,109",1,0
48,"Wednesday, May 24 2017",COL,PHI,3:09,"19,160",1,0
49,"Thursday, May 25 2017",COL,PHI,3:39,"18,143",0,0
50,"Friday, May 26 2017",COL,STL,2:25,"40,312",1,1
51,"Saturday, May 27 2017",COL,STL,3:15,"48,106",1,1
52,"Sunday, May 28 2017",COL,STL,2:52,"48,372",0,1
53,"Monday, May 29 2017",COL,SEA,3:25,"40,298",0,1
54,"Tuesday, May 30 2017",COL,SEA,3:11,"33,258",1,1
55,"Wednesday, May 31 2017",COL,SEA,2:46,"16,750",1,0
57,"Thursday, Jun 1 2017",COL,SEA,3:28,"21,536",0,0
58,"Friday, Jun 2 2017",COL,SDP,3:02,"20,932",1,0
59,"Saturday, Jun 3 2017",COL,SDP,2:52,"20,996",0,0
60,"Sunday, Jun 4 2017",COL,SDP,3:06,"24,763",0,0
61,"Tuesday, Jun 6 2017",COL,CLE,2:54,"39,508",1,1
62,"Wednesday, Jun 7 2017",COL,CLE,3:27,"36,909",0,1
63,"Thursday, Jun 8 2017",COL,CHC,2:44,"39,385",1,0
64,"Friday, Jun 9 2017",COL,CHC,3:42,"41,229",0,0
65,"Saturday, Jun 10 2017",COL,CHC,3:09,"41,226",0,0
66,"Sunday, Jun 11 2017",COL,CHC,3:20,"41,116",0,0
67,"Monday, Jun 12 2017",COL,PIT,3:11,"16,320",1,0
68,"Tuesday, Jun 13 2017",COL,PIT,2:42,"16,764",1,0
69,"Wednesday, Jun 14 2017",COL,PIT,3:19,"17,308",1,0
70,"Thursday, Jun 15 2017",COL,SFG,3:55,"40,747",1,1
71,"Friday, Jun 16 2017",COL,SFG,3:09,"46,632",1,1
72,"Saturday, Jun 17 2017",COL,SFG,3:01,"48,035",0,1
73,"Sunday, Jun 18 2017",COL,SFG,3:16,"48,341",0,1
74,"Tuesday, Jun 20 2017",COL,ARI,2:45,"35,016",1,1
75,"Wednesday, Jun 21 2017",COL,ARI,3:28,"40,918",1,1
76,"Thursday, Jun 22 2017",COL,ARI,3:06,"40,681",0,1
77,"Friday, Jun 23 2017",COL,LAD,2:55,"43,787",1,0
78,"Saturday, Jun 24 2017",COL,LAD,3:18,"50,403",1,0
79,"Sunday, Jun 25 2017",COL,LAD,4:19,"41,605",0,0
80,"Monday, Jun 26 2017",COL,SFG,3:22,"41,388",1,0
81,"Tuesday, Jun 27 2017",COL,SFG,4:45,"41,331",1,0
82,"Wednesday, Jun 28 2017",COL,SFG,3:05,"41,286",0,0
83,"Friday, Jun 30 2017",COL,ARI,3:31,"23,275",1,0
85,"Saturday, Jul 1 2017",COL,ARI,2:38,"46,338",1,0
86,"Sunday, Jul 2 2017",COL,ARI,3:04,"34,556",0,0
87,"Monday, Jul 3 2017",COL,CIN,2:48,"49,131",1,1
88,"Tuesday, Jul 4 2017",COL,CIN,2:58,"48,338",1,1
89,"Wednesday, Jul 5 2017",COL,CIN,3:24,"32,188",1,1
90,"Thursday, Jul 6 2017",COL,CIN,3:04,"27,328",0,1
91,"Friday, Jul 7 2017",COL,CHW,3:08,"38,386",1,1
92,"Saturday, Jul 8 2017",COL,CHW,3:09,"48,118",1,1
93,"Sunday, Jul 9 2017",COL,CHW,3:13,"36,541",0,1
94,"Friday, Jul 14 2017",COL,NYM,3:21,"27,582",1,0
95,"Saturday, Jul 15 2017",COL,NYM,3:00,"34,783",1,0
96,"Sunday, Jul 16 2017",COL,NYM,3:26,"28,745",0,0
97,"Monday, Jul 17 2017",COL,SDP,3:23,"37,561",1,1
98,"Tuesday, Jul 18 2017",COL,SDP,3:14,"40,101",1,1
99,"Wednesday, Jul 19 2017",COL,SDP,3:30,"37,128",0,1
100,"Friday, Jul 21 2017",COL,PIT,3:36,"41,192",1,1
101,"Saturday, Jul 22 2017",COL,PIT,3:07,"48,235",1,1
102,"Sunday, Jul 23 2017",COL,PIT,3:19,"40,118",0,1
103,"Monday, Jul 24 2017",COL,STL,2:50,"40,486",1,0
104,"Tuesday, Jul 25 2017",COL,STL,3:11,"41,514",1,0
105,"Wednesday, Jul 26 2017",COL,STL,3:23,"38,162",1,0
106,"Saturday, Jul 29 2017",COL,WSN,2:49,"33,989",1,0
107,"Sunday, Jul 30 (1) 2017",COL,WSN,3:48,"33,248",0,0
108,"Sunday, Jul 30 (2) 2017",COL,WSN,2:31,"32,118",1,0
110,"Tuesday, Aug 1 2017",COL,NYM,3:24,"36,698",1,1
111,"Wednesday, Aug 2 2017",COL,NYM,3:15,"36,945",1,1
112,"Thursday, Aug 3 2017",COL,NYM,3:03,"35,276",0,1
113,"Friday, Aug 4 2017",COL,PHI,3:41,"35,092",1,1
114,"Saturday, Aug 5 2017",COL,PHI,2:53,"40,563",1,1
115,"Sunday, Aug 6 2017",COL,PHI,3:14,"48,069",0,1
116,"Tuesday, Aug 8 2017",COL,CLE,2:49,"26,088",1,0
117,"Wednesday, Aug 9 2017",COL,CLE,3:59,"25,539",0,0
118,"Friday, Aug 11 2017",COL,MIA,3:24,"20,096",1,0
119,"Saturday, Aug 12 2017",COL,MIA,3:07,"20,399",1,0
120,"Sunday, Aug 13 2017",COL,MIA,3:06,"20,769",0,0
121,"Monday, Aug 14 2017",COL,ATL,2:44,"33,641",1,1
122,"Tuesday, Aug 15 2017",COL,ATL,2:53,"28,655",1,1
123,"Wednesday, Aug 16 2017",COL,ATL,3:16,"30,695",1,1
124,"Thursday, Aug 17 2017",COL,ATL,3:27,"30,020",0,1
125,"Friday, Aug 18 2017",COL,MIL,2:55,"32,385",1,1
126,"Saturday, Aug 19 2017",COL,MIL,3:14,"47,216",1,1
127,"Sunday, Aug 20 2017",COL,MIL,4:04,"32,426",0,1
128,"Tuesday, Aug 22 2017",COL,KCR,2:51,"22,868",1,0
129,"Wednesday, Aug 23 2017",COL,KCR,3:36,"25,752",1,0
130,"Thursday, Aug 24 2017",COL,KCR,2:43,"25,314",0,0
131,"Friday, Aug 25 2017",COL,ATL,2:32,"33,577",1,0
132,"Saturday, Aug 26 2017",COL,ATL,3:24,"32,448",1,0
133,"Sunday, Aug 27 2017",COL,ATL,3:09,"28,154",0,0
134,"Monday, Aug 28 2017",COL,DET,3:29,"30,754",1,1
135,"Tuesday, Aug 29 2017",COL,DET,3:08,"30,721",1,1
136,"Wednesday, Aug 30 2017",COL,DET,3:03,"29,281",0,1
138,"Friday, Sep 1 2017",COL,ARI,3:48,"29,628",1,1
139,"Saturday, Sep 2 2017",COL,ARI,3:38,"39,442",1,1
140,"Sunday, Sep 3 2017",COL,ARI,3:13,"33,838",0,1
141,"Monday, Sep 4 2017",COL,SFG,3:14,"28,300",0,1
142,"Tuesday, Sep 5 2017",COL,SFG,3:31,"24,245",1,1
143,"Wednesday, Sep 6 2017",COL,SFG,3:32,"26,674",1,1
144,"Thursday, Sep 7 2017",COL,LAD,3:35,"51,492",1,0
145,"Friday, Sep 8 2017",COL,LAD,3:32,"53,632",1,0
146,"Saturday, Sep 9 2017",COL,LAD,3:29,"52,884",1,0
147,"Sunday, Sep 10 2017",COL,LAD,3:16,"50,161",0,0
148,"Monday, Sep 11 2017",COL,ARI,3:40,"24,178",1,0
149,"Tuesday, Sep 12 2017",COL,ARI,2:54,"27,526",1,0
150,"Wednesday, Sep 13 2017",COL,ARI,3:00,"26,714",1,0
151,"Thursday, Sep 14 2017",COL,ARI,2:53,"20,317",0,0
152,"Friday, Sep 15 2017",COL,SDP,2:50,"39,243",1,1
153,"Saturday, Sep 16 2017",COL,SDP,3:13,"48,247",1,1
154,"Sunday, Sep 17 2017",COL,SDP,3:00,"34,634",0,1
155,"Tuesday, Sep 19 2017",COL,SFG,2:57,"40,686",1,0
156,"Wednesday, Sep 20 2017",COL,SFG,2:52,"39,775",0,0
157,"Thursday, Sep 21 2017",COL,SDP,2:46,"30,944",1,0
158,"Friday, Sep 22 2017",COL,SDP,2:51,"25,273",1,0
159,"Saturday, Sep 23 2017",COL,SDP,3:11,"33,899",1,0
160,"Sunday, Sep 24 2017",COL,SDP,3:02,"28,339",0,0
161,"Monday, Sep 25 2017",COL,MIA,3:30,"24,685",1,1
162,"Tuesday, Sep 26 2017",COL,MIA,2:39,"30,409",1,1
163,"Wednesday, Sep 27 2017",COL,MIA,3:27,"27,497",0,1
164,"Friday, Sep 29 2017",COL,LAD,3:19,"48,395",1,1
165,"Saturday, Sep 30 2017",COL,LAD,2:59,"48,103",1,1
167,"Sunday, Oct 1 2017",COL,LAD,3:39,"32,946",0,1
0,"Monday, Apr 3 2017",TOR,BAL,3:41,"45,667",0,0
1,"Wednesday, Apr 5 2017",TOR,BAL,2:23,"16,086",1,0
2,"Thursday, Apr 6 2017",TOR,TBR,2:56,"12,678",1,0
3,"Friday, Apr 7 2017",TOR,TBR,3:53,"12,842",1,0
4,"Saturday, Apr 8 2017",TOR,TBR,3:55,"21,838",1,0
5,"Sunday, Apr 9 2017",TOR,TBR,2:57,"15,341",0,0
6,"Tuesday, Apr 11 2017",TOR,MIL,3:31,"48,456",1,1
7,"Wednesday, Apr 12 2017",TOR,MIL,2:15,"29,919",1,1
8,"Thursday, Apr 13 2017",TOR,BAL,2:45,"32,957",1,1
9,"Friday, Apr 14 2017",TOR,BAL,3:18,"39,547",1,1
10,"Saturday, Apr 15 2017",TOR,BAL,2:39,"40,743",0,1
11,"Sunday, Apr 16 2017",TOR,BAL,3:30,"38,188",0,1
12,"Tuesday, Apr 18 2017",TOR,BOS,3:48,"29,281",1,1
