,date,team,opponent,game_time,attendance,night_game,home
115,"Thursday, Aug 10 2017",CLE,TBR,2:52,"9,533",1,0
116,"Friday, Aug 11 2017",CLE,TBR,2:44,"16,794",1,0
117,"Saturday, Aug 12 2017",CLE,TBR,2:57,"22,024",1,0
118,"Sunday, Aug 13 2017",CLE,TBR,3:06,"17,775",0,0
119,"Monday, Aug 14 2017",CLE,BOS,3:14,"37,430",1,0
120,"Tuesday, Aug 15 2017",CLE,MIN,2:53,"29,626",1,0
121,"Thursday, Aug 17 (1) 2017",CLE,MIN,3:53,"29,579",0,0
122,"Thursday, Aug 17 (2) 2017",CLE,MIN,3:08,"22,857",1,0
123,"Friday, Aug 18 2017",CLE,KCR,2:58,"35,974",1,0
124,"Saturday, Aug 19 2017",CLE,KCR,2:50,"34,204",1,0
125,"Sunday, Aug 20 2017",CLE,KCR,3:02,"27,417",0,0
126,"Monday, Aug 21 2017",CLE,BOS,3:39,"21,428",1,1
127,"Tuesday, Aug 22 2017",CLE,BOS,2:41,"19,563",1,1
128,"Wednesday, Aug 23 2017",CLE,BOS,3:11,"25,346",1,1
129,"Thursday, Aug 24 2017",CLE,BOS,3:28,"21,643",1,1
130,"Friday, Aug 25 2017",CLE,KCR,2:44,"34,061",1,1
131,"Saturday, Aug 26 2017",CLE,KCR,2:38,"34,273",1,1
132,"Sunday, Aug 27 2017",CLE,KCR,2:39,"32,229",0,1
133,"Monday, Aug 28 2017",CLE,NYY,2:42,"36,253",1,0
134,"Wednesday, Aug 30 (1) 2017",CLE,NYY,3:12,,0,0
135,"Wednesday, Aug 30 (2) 2017",CLE,NYY,3:04,"39,598",1,0
137,"Friday, Sep 1 (1) 2017",CLE,DET,3:25,"26,093",0,0
138,"Friday, Sep 1 (2) 2017",CLE,DET,3:04,"24,342",1,0
139,"Saturday, Sep 2 2017",CLE,DET,3:02,"25,272",1,0
140,"Sunday, Sep 3 2017",CLE,DET,3:16,"25,244",0,0
141,"Monday, Sep 4 2017",CLE,CHW,3:12,"16,848",0,0
142,"Tuesday, Sep 5 2017",CLE,CHW,3:43,"12,369",1,0
143,"Wednesday, Sep 6 2017",CLE,CHW,2:48,"13,403",1,0
144,"Thursday, Sep 7 2017",CLE,CHW,2:58,"17,019",1,0
145,"Friday, Sep 8 2017",CLE,BAL,2:41,"30,090",1,1
146,"Saturday, Sep 9 2017",CLE,BAL,2:52,"30,459",0,1
147,"Sunday, Sep 10 2017",CLE,BAL,2:58,"21,259",1,1
148,"Monday, Sep 11 2017",CLE,DET,3:12,"18,521",1,1
149,"Tuesday, Sep 12 2017",CLE,DET,2:41,"24,654",1,1
150,"Wednesday, Sep 13 2017",CLE,DET,2:59,"29,346",0,1
151,"Thursday, Sep 14 2017",CLE,KCR,3:21,"30,874",1,1
152,"Friday, Sep 15 2017",CLE,KCR,3:11,"34,025",1,1
153,"Saturday, Sep 16 2017",CLE,KCR,2:44,"33,688",0,1
154,"Sunday, Sep 17 2017",CLE,KCR,2:59,"32,313",0,1
155,"Tuesday, Sep 19 2017",CLE,LAA,3:20,"36,171",1,0
156,"Wednesday, Sep 20 2017",CLE,LAA,3:40,"38,424",1,0
157,"Thursday, Sep 21 2017",CLE,LAA,3:01,"29,863",0,0
158,"Friday, Sep 22 2017",CLE,SEA,2:23,"27,462",1,0
159,"Saturday, Sep 23 2017",CLE,SEA,3:32,"31,565",0,0
160,"Sunday, Sep 24 2017",CLE,SEA,2:50,"23,695",0,0
161,"Tuesday, Sep 26 2017",CLE,MIN,3:35,"21,268",1,1
162,"Wednesday, Sep 27 2017",CLE,MIN,3:09,"19,682",1,1
163,"Thursday, Sep 28 2017",CLE,MIN,2:38,"21,810",0,1
164,"Friday, Sep 29 2017",CLE,CHW,2:57,"26,983",1,1
165,"Saturday, Sep 30 2017",CLE,CHW,3:13,"33,173",1,1
167,"Sunday, Oct 1 2017",CLE,CHW,2:37,"30,036",0,1
0,"Tuesday, Apr 4 2017",CHW,DET,3:30,"36,534",0,1
1,"Thursday, Apr 6 2017",CHW,DET,3:31,"10,842",0,1
2,"Friday, Apr 7 2017",CHW,MIN,2:59,"14,004",1,1
3,"Saturday, Apr 8 2017",CHW,MIN,2:56,"23,024",0,1
4,"Sunday, Apr 9 2017",CHW,MIN,3:07,"24,074",0,1
5,"Tuesday, Apr 11 2017",CHW,CLE,3:37,"35,002",0,0
6,"Wednesday, Apr 12 2017",CHW,CLE,2:58,"15,628",1,0
7,"Thursday, Apr 13 2017",CHW,CLE,3:32,"15,060",1,0
8,"Friday, Apr 14 2017",CHW,MIN,3:06,"18,466",1,0
9,"Saturday, Apr 15 2017",CHW,MIN,2:26,"25,938",0,0
10,"Sunday, Apr 16 2017",CHW,MIN,3:15,"19,511",0,0
11,"Monday, Apr 17 2017",CHW,NYY,2:49,"28,181",1,0
12,"Tuesday, Apr 18 2017",CHW,NYY,2:16,"30,075",1,0
13,"Wednesday, Apr 19 2017",CHW,NYY,2:40,"30,014",1,0
14,"Friday, Apr 21 2017",CHW,CLE,2:45,"18,159",1,1
15,"Saturday, Apr 22 2017",CHW,CLE,3:09,"32,044",1,1
16,"Sunday, Apr 23 2017",CHW,CLE,3:12,"24,444",0,1
17,"Monday, Apr 24 2017",CHW,KCR,2:47,"11,484",1,1
18,"Tuesday, Apr 25 2017",CHW,KCR,3:21,"14,591",1,1
19,"Wednesday, Apr 26 2017",CHW,KCR,2:58,"18,218",0,1
20,"Friday, Apr 28 2017",CHW,DET,3:25,"26,049",1,0
21,"Saturday, Apr 29 2017",CHW,DET,3:36,"36,217",0,0
22,"Sunday, Apr 30 2017",CHW,DET,3:24,"26,045",0,0
24,"Monday, May 1 2017",CHW,KCR,2:36,"20,148",1,0
25,"Tuesday, May 2 2017",CHW,KCR,2:43,"18,604",1,0
26,"Wednesday, May 3 2017",CHW,KCR,2:43,"22,298",1,0
27,"Thursday, May 4 2017",CHW,KCR,3:00,"36,525",0,0
28,"Friday, May 5 2017",CHW,BAL,3:17,"20,302",1,0
29,"Saturday, May 6 2017",CHW,BAL,3:04,"28,718",1,0
30,"Sunday, May 7 2017",CHW,BAL,3:04,"31,806",0,0
31,"Tuesday, May 9 2017",CHW,MIN,2:58,"14,498",1,1
32,"Thursday, May 11 2017",CHW,MIN,3:27,"16,084",1,1
33,"Friday, May 12 2017",CHW,SDP,3:16,"24,194",1,1
34,"Saturday, May 13 2017",CHW,SDP,3:16,"29,111",1,1
35,"Sunday, May 14 2017",CHW,SDP,3:16,"22,518",0,1
36,"Monday, May 15 2017",CHW,LAA,3:01,"29,445",1,0
37,"Tuesday, May 16 2017",CHW,LAA,4:01,"36,089",1,0
38,"Wednesday, May 17 2017",CHW,LAA,3:28,"33,234",1,0
39,"Thursday, May 18 2017",CHW,SEA,3:02,"17,757",1,0
40,"Friday, May 19 2017",CHW,SEA,2:46,"32,371",1,0
41,"Saturday, May 20 2017",CHW,SEA,2:52,"33,801",1,0
42,"Sunday, May 21 2017",CHW,SEA,2:46,"36,782",0,0
43,"Monday, May 22 2017",CHW,ARI,2:39,"18,333",1,0
44,"Tuesday, May 23 2017",CHW,ARI,2:56,"17,865",1,0
45,"Wednesday, May 24 2017",CHW,ARI,3:02,"18,002",0,0
46,"Friday, May 26 2017",CHW,DET,3:42,"17,842",1,1
47,"Saturday, May 27 (1) 2017",CHW,DET,2:54,,0,1
48,"Saturday, May 27 (2) 2017",CHW,DET,3:14,"26,327",0,1
49,"Sunday, May 28 2017",CHW,DET,2:44,"27,578",0,1
50,"Monday, May 29 2017",CHW,BOS,3:16,"27,148",0,1
51,"Tuesday, May 30 2017",CHW,BOS,3:53,"21,852",1,1
52,"Wednesday, May 31 2017",CHW,BOS,2:59,"19,075",1,1
54,"Friday, Jun 2 2017",CHW,DET,3:01,"28,619",1,0
55,"Saturday, Jun 3 2017",CHW,DET,3:14,"33,188",0,0
56,"Sunday, Jun 4 2017",CHW,DET,4:07,"30,208",0,0
57,"Tuesday, Jun 6 2017",CHW,TBR,3:29,"14,590",1,0
58,"Wednesday, Jun 7 2017",CHW,TBR,2:53,"9,313",1,0
59,"Thursday, Jun 8 2017",CHW,TBR,3:09,"8,971",1,0
60,"Friday, Jun 9 2017",CHW,CLE,3:00,"30,043",1,0
61,"Saturday, Jun 10 2017",CHW,CLE,2:59,"31,753",1,0
62,"Sunday, Jun 11 2017",CHW,CLE,3:16,"26,611",0,0
63,"Monday, Jun 12 2017",CHW,BAL,3:29,"17,665",1,1
64,"Tuesday, Jun 13 2017",CHW,BAL,2:54,"15,038",1,1
65,"Wednesday, Jun 14 2017",CHW,BAL,3:22,"20,008",1,1
66,"Thursday, Jun 15 2017",CHW,BAL,3:35,"20,139",0,1
67,"Friday, Jun 16 2017",CHW,TOR,3:05,"39,071",1,0
68,"Saturday, Jun 17 2017",CHW,TOR,2:44,"47,171",0,0
69,"Sunday, Jun 18 2017",CHW,TOR,3:01,"46,599",0,0
70,"Tuesday, Jun 20 2017",CHW,MIN,3:33,"26,095",1,0
71,"Wednesday, Jun 21 2017",CHW,MIN,3:02,"33,316",1,0
72,"Thursday, Jun 22 2017",CHW,MIN,3:21,"27,684",1,0
73,"Friday, Jun 23 2017",CHW,OAK,2:59,"25,370",1,1
74,"Saturday, Jun 24 2017",CHW,OAK,3:22,"38,618",0,1
75,"Sunday, Jun 25 2017",CHW,OAK,3:33,"28,089",0,1
76,"Monday, Jun 26 2017",CHW,NYY,3:28,"20,339",1,1
77,"Tuesday, Jun 27 2017",CHW,NYY,3:25,"18,023",1,1
78,"Wednesday, Jun 28 2017",CHW,NYY,3:51,"15,259",1,1
79,"Thursday, Jun 29 2017",CHW,NYY,3:01,"21,032",1,1
80,"Friday, Jun 30 2017",CHW,TEX,3:42,"18,838",1,1
82,"Saturday, Jul 1 2017",CHW,TEX,3:26,"22,915",0,1
83,"Sunday, Jul 2 2017",CHW,TEX,3:43,"26,206",0,1
84,"Monday, Jul 3 2017",CHW,OAK,3:33,"40,019",1,0
85,"Tuesday, Jul 4 2017",CHW,OAK,3:09,"16,314",0,0
86,"Wednesday, Jul 5 2017",CHW,OAK,3:24,"13,813",0,0
87,"Friday, Jul 7 2017",CHW,COL,3:08,"38,386",1,0
88,"Saturday, Jul 8 2017",CHW,COL,3:09,"48,118",1,0
89,"Sunday, Jul 9 2017",CHW,COL,3:13,"36,541",0,0
90,"Friday, Jul 14 2017",CHW,SEA,2:50,"20,311",1,1
91,"Saturday, Jul 15 2017",CHW,SEA,3:26,"21,743",1,1
92,"Sunday, Jul 16 2017",CHW,SEA,3:22,"24,502",0,1
93,"Tuesday, Jul 18 2017",CHW,LAD,3:21,"23,088",1,1
94,"Wednesday, Jul 19 2017",CHW,LAD,2:58,"24,907",1,1
95,"Friday, Jul 21 2017",CHW,KCR,4:10,"29,647",1,0
96,"Saturday, Jul 22 2017",CHW,KCR,3:20,"34,088",1,0
97,"Sunday, Jul 23 2017",CHW,KCR,3:07,"23,184",0,0
98,"Monday, Jul 24 2017",CHW,CHC,3:17,"40,849",0,0
99,"Tuesday, Jul 25 2017",CHW,CHC,3:38,"40,717",0,0
100,"Wednesday, Jul 26 2017",CHW,CHC,3:53,"38,517",1,1
101,"Thursday, Jul 27 2017",CHW,CHC,2:37,"39,422",1,1
102,"Friday, Jul 28 2017",CHW,CLE,3:21,"20,387",1,1
103,"Saturday, Jul 29 2017",CHW,CLE,3:46,"30,115",1,1
104,"Sunday, Jul 30 2017",CHW,CLE,2:56,"28,152",0,1
105,"Monday, Jul 31 2017",CHW,TOR,3:01,"13,023",1,1
107,"Tuesday, Aug 1 2017",CHW,TOR,3:22,"14,622",1,1
108,"Wednesday, Aug 2 2017",CHW,TOR,3:15,"20,878",0,1
109,"Thursday, Aug 3 2017",CHW,BOS,3:26,"37,442",1,0
110,"Friday, Aug 4 2017",CHW,BOS,3:43,"36,612",1,0
111,"Saturday, Aug 5 2017",CHW,BOS,2:41,"36,599",1,0
112,"Sunday, Aug 6 2017",CHW,BOS,2:36,"37,283",0,0
113,"Tuesday, Aug 8 2017",CHW,HOU,3:37,"13,974",1,1
114,"Wednesday, Aug 9 2017",CHW,HOU,2:54,"14,824",1,1
115,"Thursday, Aug 10 2017",CHW,HOU,3:41,"18,034",1,1
116,"Friday, Aug 11 2017",CHW,KCR,2:49,"18,137",1,1
117,"Saturday, Aug 12 2017",CHW,KCR,3:12,"20,413",1,1
118,"Sunday, Aug 13 2017",CHW,KCR,3:38,"27,351",0,1
119,"Tuesday, Aug 15 2017",CHW,LAD,3:05,"46,385",1,0
120,"Wednesday, Aug 16 2017",CHW,LAD,2:59,"52,413",1,0
121,"Thursday, Aug 17 2017",CHW,TEX,3:49,"23,459",1,0
122,"Friday, Aug 18 2017",CHW,TEX,3:25,"23,402",1,0
123,"Saturday, Aug 19 2017",CHW,TEX,3:50,"33,441",1,0
124,"Sunday, Aug 20 2017",CHW,TEX,3:20,"23,861",0,0
125,"Monday, Aug 21 (1) 2017",CHW,MIN,3:15,,0,1
126,"Monday, Aug 21 (2) 2017",CHW,MIN,2:35,"14,493",1,1
127,"Tuesday, Aug 22 2017",CHW,MIN,2:40,"14,053",1,1
128,"Wednesday, Aug 23 2017",CHW,MIN,2:43,"15,605",1,1
129,"Thursday, Aug 24 2017",CHW,MIN,2:53,"16,013",1,1
130,"Friday, Aug 25 2017",CHW,DET,2:44,"23,171",1,1
131,"Saturday, Aug 26 2017",CHW,DET,3:14,"29,489",1,1
132,"Sunday, Aug 27 2017",CHW,DET,2:44,"22,532",0,1
133,"Tuesday, Aug 29 2017",CHW,MIN,3:12,"20,530",1,0
134,"Wednesday, Aug 30 2017",CHW,MIN,3:17,"21,172",1,0
135,"Thursday, Aug 31 2017",CHW,MIN,3:17,"21,288",0,0
137,"Friday, Sep 1 2017",CHW,TBR,2:34,"13,585",1,1
138,"Saturday, Sep 2 2017",CHW,TBR,3:14,"17,700",1,1
139,"Sunday, Sep 3 2017",CHW,TBR,2:50,"17,633",0,1
140,"Monday, Sep 4 2017",CHW,CLE,3:12,"16,848",0,1
141,"Tuesday, Sep 5 2017",CHW,CLE,3:43,"12,369",1,1
142,"Wednesday, Sep 6 2017",CHW,CLE,2:48,"13,403",1,1
143,"Thursday, Sep 7 2017",CHW,CLE,2:58,"17,019",1,1
144,"Friday, Sep 8 2017",CHW,SFG,3:07,"16,852",1,1
145,"Saturday, Sep 9 2017",CHW,SFG,2:52,"17,688",1,1
146,"Sunday, Sep 10 2017",CHW,SFG,2:47,"16,458",0,1
147,"Monday, Sep 11 2017",CHW,KCR,3:16,"23,135",1,0
148,"Tuesday, Sep 12 2017",CHW,KCR,2:42,"17,727",0,0
149,"Wednesday, Sep 13 2017",CHW,KCR,3:23,"25,665",0,0
150,"Thursday, Sep 14 2017",CHW,DET,3:42,"26,743",0,0
151,"Friday, Sep 15 2017",CHW,DET,3:18,"25,298",1,0
152,"Saturday, Sep 16 2017",CHW,DET,3:25,"29,846",1,0
153,"Sunday, Sep 17 2017",CHW,DET,2:45,"25,663",0,0
154,"Tuesday, Sep 19 2017",CHW,HOU,2:47,"23,293",1,0
155,"Wednesday, Sep 20 2017",CHW,HOU,3:08,"24,995",1,0
156,"Thursday, Sep 21 2017",CHW,HOU,3:17,"24,283",1,0
157,"Friday, Sep 22 2017",CHW,KCR,3:23,"18,041",1,1
158,"Saturday, Sep 23 2017",CHW,KCR,3:02,"20,306",1,1
159,"Sunday, Sep 24 2017",CHW,KCR,2:42,"18,791",0,1
160,"Monday, Sep 25 2017",CHW,LAA,2:59,"13,443",1,1
161,"Tuesday, Sep 26 2017",CHW,LAA,2:57,"13,786",1,1
162,"Wednesday, Sep 27 2017",CHW,LAA,3:58,"17,012",1,1
163,"Thursday, Sep 28 2017",CHW,LAA,3:04,"19,596",1,1
164,"Friday, Sep 29 2017",CHW,CLE,2:57,"26,983",1,0
165,"Saturday, Sep 30 2017",CHW,CLE,3:13,"33,173",1,0
167,"Sunday, Oct 1 2017",CHW,CLE,2:37,"30,036",0,0
0,"Monday, Apr 3 2017",HOU,SEA,2:29,"41,678",1,1
1,"Tuesday, Apr 4 2017",HOU,SEA,2:41,"21,406",1,1
2,"Wednesday, Apr 5 2017",HOU,SEA,4:25,"20,303",1,1
3,"Thursday, Apr 6 2017",HOU,SEA,2:57,"18,362",1,1
4,"Friday, Apr 7 2017",HOU,KCR,3:12,"30,491",1,1
5,"Saturday, Apr 8 2017",HOU,KCR,2:42,"35,373",1,1
6,"Sunday, Apr 9 2017",HOU,KCR,3:49,"32,411",0,1
7,"Monday, Apr 10 2017",HOU,SEA,2:56,"44,856",0,0
8,"Tuesday, Apr 11 2017",HOU,SEA,3:29,"18,527",1,0
9,"Wednesday, Apr 12 2017",HOU,SEA,3:12,"14,479",1,0
10,"Friday, Apr 14 2017",HOU,OAK,3:07,"15,385",1,0
11,"Saturday, Apr 15 2017",HOU,OAK,3:55,"20,140",0,0
12,"Monday, Apr 17 2017",HOU,LAA,2:36,"23,501",1,1
13,"Tuesday, Apr 18 2017",HOU,LAA,3:05,"21,760",1,1
14,"Wednesday, Apr 19 2017",HOU,LAA,2:47,"24,028",1,1
15,"Thursday, Apr 20 2017",HOU,LAA,2:37,"23,173",0,1
16,"Friday, Apr 21 2017",HOU,TBR,3:16,"17,683",1,0
17,"Saturday, Apr 22 2017",HOU,TBR,3:05,"17,008",1,0
18,"Sunday, Apr 23 2017",HOU,TBR,3:39,"15,548",0,0
19,"Tuesday, Apr 25 2017",HOU,CLE,2:46,"14,581",1,0
20,"Wednesday, Apr 26 2017",HOU,CLE,3:12,"16,052",1,0
21,"Thursday, Apr 27 2017",HOU,CLE,2:50,"14,452",1,0
22,"Friday, Apr 28 2017",HOU,OAK,2:58,"28,472",1,1
23,"Saturday, Apr 29 2017",HOU,OAK,2:49,"32,147",1,1
24,"Sunday, Apr 30 2017",HOU,OAK,2:58,"34,880",0,1
26,"Monday, May 1 2017",HOU,TEX,2:59,"22,556",1,1
27,"Tuesday, May 2 2017",HOU,TEX,3:13,"26,208",1,1
28,"Wednesday, May 3 2017",HOU,TEX,3:01,"27,439",1,1
29,"Thursday, May 4 2017",HOU,TEX,3:52,"27,391",0,1
30,"Friday, May 5 2017",HOU,LAA,3:05,"34,556",1,0
31,"Saturday, May 6 2017",HOU,LAA,2:47,"41,097",1,0
32,"Sunday, May 7 2017",HOU,LAA,3:00,"38,385",0,0
33,"Tuesday, May 9 2017",HOU,ATL,2:41,"28,724",1,1
34,"Wednesday, May 10 2017",HOU,ATL,2:49,"23,676",0,1
35,"Thursday, May 11 2017",HOU,NYY,3:09,"39,050",1,0
36,"Friday, May 12 2017",HOU,NYY,3:09,"41,150",1,0
37,"Sunday, May 14 (1) 2017",HOU,NYY,3:20,"47,883",0,0
38,"Sunday, May 14 (2) 2017",HOU,NYY,3:49,"47,883",1,0
39,"Monday, May 15 2017",HOU,MIA,2:57,"16,448",1,0
40,"Tuesday, May 16 2017",HOU,MIA,3:00,"18,056",1,0
41,"Wednesday, May 17 2017",HOU,MIA,2:52,"24,699",0,0
42,"Friday, May 19 2017",HOU,CLE,3:02,"36,446",1,1
43,"Saturday, May 20 2017",HOU,CLE,2:35,"34,698",0,1
44,"Sunday, May 21 2017",HOU,CLE,3:06,"33,476",0,1
45,"Monday, May 22 2017",HOU,DET,2:45,"22,146",1,1
46,"Tuesday, May 23 2017",HOU,DET,3:01,"23,179",1,1
47,"Wednesday, May 24 2017",HOU,DET,2:52,"26,481",1,1
48,"Thursday, May 25 2017",HOU,DET,3:30,"25,046",1,1
49,"Friday, May 26 2017",HOU,BAL,2:31,"31,380",1,1
50,"Saturday, May 27 2017",HOU,BAL,2:56,"32,761",1,1
51,"Sunday, May 28 2017",HOU,BAL,2:58,"34,720",0,1
52,"Monday, May 29 2017",HOU,MIN,3:44,"24,472",0,0
53,"Tuesday, May 30 2017",HOU,MIN,3:01,"22,616",1,0
54,"Wednesday, May 31 2017",HOU,MIN,3:35,"25,593",0,0
56,"Friday, Jun 2 2017",HOU,TEX,2:58,"39,729",1,0
57,"Saturday, Jun 3 2017",HOU,TEX,3:46,"44,168",1,0
58,"Sunday, Jun 4 2017",HOU,TEX,3:18,"39,204",0,0
59,"Monday, Jun 5 2017",HOU,KCR,3:09,"21,892",1,0
60,"Tuesday, Jun 6 2017",HOU,KCR,3:10,"20,974",1,0
61,"Wednesday, Jun 7 2017",HOU,KCR,3:11,"25,628",1,0
62,"Thursday, Jun 8 2017",HOU,KCR,2:39,"32,747",1,0
63,"Friday, Jun 9 2017",HOU,LAA,3:20,"40,786",1,1
64,"Saturday, Jun 10 2017",HOU,LAA,2:52,"41,296",0,1
65,"Sunday, Jun 11 2017",HOU,LAA,3:39,"32,425",0,1
66,"Monday, Jun 12 2017",HOU,TEX,3:23,"25,698",1,1
67,"Tuesday, Jun 13 2017",HOU,TEX,3:07,"27,615",1,1
68,"Wednesday, Jun 14 2017",HOU,TEX,3:37,"37,221",1,1
69,"Friday, Jun 16 2017",HOU,BOS,3:11,"36,189",1,1
70,"Saturday, Jun 17 2017",HOU,BOS,2:34,"41,017",1,1
71,"Sunday, Jun 18 2017",HOU,BOS,4:08,"38,389",1,1
72,"Monday, Jun 19 2017",HOU,OAK,2:56,"10,482",1,0
73,"Tuesday, Jun 20 2017",HOU,OAK,3:28,"15,362",1,0
74,"Wednesday, Jun 21 2017",HOU,OAK,3:06,"12,277",1,0
75,"Thursday, Jun 22 2017",HOU,OAK,3:24,"18,747",0,0
76,"Friday, Jun 23 2017",HOU,SEA,3:17,"31,783",1,0
77,"Saturday, Jun 24 2017",HOU,SEA,3:09,"29,820",1,0
78,"Sunday, Jun 25 2017",HOU,SEA,3:21,"33,010",0,0
79,"Tuesday, Jun 27 2017",HOU,OAK,3:30,"28,312",1,1
80,"Wednesday, Jun 28 2017",HOU,OAK,3:27,"34,075",1,1
81,"Thursday, Jun 29 2017",HOU,OAK,3:08,"29,509",0,1
82,"Friday, Jun 30 2017",HOU,NYY,3:20,"40,024",1,1
84,"Saturday, Jul 1 2017",HOU,NYY,3:25,"41,010",1,1
85,"Sunday, Jul 2 2017",HOU,NYY,3:29,"41,761",0,1
86,"Tuesday, Jul 4 2017",HOU,ATL,3:39,"41,456",1,0
87,"Wednesday, Jul 5 2017",HOU,ATL,3:21,"37,278",1,0
88,"Thursday, Jul 6 2017",HOU,TOR,3:18,"40,949",1,0
89,"Friday, Jul 7 2017",HOU,TOR,3:00,"37,332",1,0
90,"Saturday, Jul 8 2017",HOU,TOR,2:44,"46,659",0,0
91,"Sunday, Jul 9 2017",HOU,TOR,3:24,"46,622",0,0
92,"Friday, Jul 14 2017",HOU,MIN,3:42,"38,006",1,1
93,"Saturday, Jul 15 2017",HOU,MIN,3:21,"41,038",1,1
94,"Sunday, Jul 16 2017",HOU,MIN,2:47,"38,253",0,1
95,"Monday, Jul 17 2017",HOU,SEA,3:49,"24,701",1,1
96,"Tuesday, Jul 18 2017",HOU,SEA,3:02,"27,111",1,1
97,"Wednesday, Jul 19 2017",HOU,SEA,2:51,"35,191",0,1
98,"Friday, Jul 21 2017",HOU,BAL,3:02,"25,784",1,0
99,"Saturday, Jul 22 2017",HOU,BAL,3:28,"32,524",1,0
100,"Sunday, Jul 23 2017",HOU,BAL,3:24,"21,533",0,0
101,"Monday, Jul 24 2017",HOU,PHI,3:27,"17,567",1,0
102,"Tuesday, Jul 25 2017",HOU,PHI,2:44,"17,176",1,0
103,"Wednesday, Jul 26 2017",HOU,PHI,3:25,"19,718",1,0
104,"Friday, Jul 28 2017",HOU,DET,2:54,"30,358",1,0
105,"Saturday, Jul 29 2017",HOU,DET,2:41,"33,766",1,0
106,"Sunday, Jul 30 2017",HOU,DET,3:26,"31,970",0,0
107,"Monday, Jul 31 2017",HOU,TBR,3:24,"24,154",1,1
109,"Tuesday, Aug 1 2017",HOU,TBR,3:27,"22,985",1,1
110,"Wednesday, Aug 2 2017",HOU,TBR,3:06,"26,722",1,1
111,"Thursday, Aug 3 2017",HOU,TBR,3:23,"23,404",1,1
112,"Friday, Aug 4 2017",HOU,TOR,3:05,"39,287",1,1
113,"Saturday, Aug 5 2017",HOU,TOR,3:16,"41,950",1,1
114,"Sunday, Aug 6 2017",HOU,TOR,3:16,"36,300",0,1
115,"Tuesday, Aug 8 2017",HOU,CHW,3:37,"13,974",1,0
116,"Wednesday, Aug 9 2017",HOU,CHW,2:54,"14,824",1,0
117,"Thursday, Aug 10 2017",HOU,CHW,3:41,"18,034",1,0
118,"Friday, Aug 11 2017",HOU,TEX,3:22,"33,897",1,0
119,"Saturday, Aug 12 2017",HOU,TEX,3:14,"47,306",1,0
120,"Sunday, Aug 13 2017",HOU,TEX,3:04,"31,517",0,0
121,"Monday, Aug 14 2017",HOU,ARI,2:48,"20,405",1,0
122,"Tuesday, Aug 15 2017",HOU,ARI,3:07,"16,935",0,0
123,"Wednesday, Aug 16 2017",HOU,ARI,3:17,"27,278",1,1
124,"Thursday, Aug 17 2017",HOU,ARI,2:48,"27,949",0,1
125,"Friday, Aug 18 2017",HOU,OAK,2:47,"30,908",1,1
126,"Saturday, Aug 19 2017",HOU,OAK,2:47,"32,796",1,1
127,"Sunday, Aug 20 2017",HOU,OAK,3:17,"34,011",0,1
128,"Tuesday, Aug 22 2017",HOU,WSN,3:05,"23,798",1,1
129,"Wednesday, Aug 23 2017",HOU,WSN,2:48,"23,434",1,1
130,"Thursday, Aug 24 2017",HOU,WSN,3:47,"24,761",1,1
131,"Friday, Aug 25 2017",HOU,LAA,2:56,"42,333",1,0
132,"Saturday, Aug 26 2017",HOU,LAA,3:01,"41,101",1,0
133,"Sunday, Aug 27 2017",HOU,LAA,3:16,"37,606",0,0
134,"Tuesday, Aug 29 2017",HOU,TEX,3:27,"3,485",1,1
135,"Wednesday, Aug 30 2017",HOU,TEX,2:52,"6,123",1,1
136,"Thursday, Aug 31 2017",HOU,TEX,3:02,"3,385",0,1
138,"Saturday, Sep 2 (1) 2017",HOU,NYM,3:27,"30,319",0,1
139,"Saturday, Sep 2 (2) 2017",HOU,NYM,3:15,"34,904",1,1
140,"Sunday, Sep 3 2017",HOU,NYM,3:14,"32,065",0,1
141,"Monday, Sep 4 2017",HOU,SEA,2:53,"20,108",0,0
142,"Tuesday, Sep 5 2017",HOU,SEA,3:07,"14,568",1,0
143,"Wednesday, Sep 6 2017",HOU,SEA,2:46,"15,104",1,0
144,"Friday, Sep 8 2017",HOU,OAK,3:06,"12,288",1,0
145,"Saturday, Sep 9 (1) 2017",HOU,OAK,3:42,,0,0
146,"Saturday, Sep 9 (2) 2017",HOU,OAK,2:48,"19,244",1,0
147,"Sunday, Sep 10 2017",HOU,OAK,3:48,"15,892",0,0
148,"Tuesday, Sep 12 2017",HOU,LAA,2:51,"36,088",1,0
149,"Wednesday, Sep 13 2017",HOU,LAA,2:28,"33,899",1,0
150,"Thursday, Sep 14 2017",HOU,LAA,3:20,"35,715",1,0
151,"Friday, Sep 15 2017",HOU,SEA,3:12,"28,328",1,1
152,"Saturday, Sep 16 2017",HOU,SEA,3:21,"33,650",0,1
153,"Sunday, Sep 17 2017",HOU,SEA,2:50,"30,247",0,1
154,"Tuesday, Sep 19 2017",HOU,CHW,2:47,"23,293",1,1
155,"Wednesday, Sep 20 2017",HOU,CHW,3:08,"24,995",1,1
156,"Thursday, Sep 21 2017",HOU,CHW,3:17,"24,283",1,1
157,"Friday, Sep 22 2017",HOU,LAA,3:00,"34,127",1,1
158,"Saturday, Sep 23 2017",HOU,LAA,2:38,"34,035",0,1
159,"Sunday, Sep 24 2017",HOU,LAA,3:49,"36,756",1,1
160,"Monday, Sep 25 2017",HOU,TEX,3:33,"30,390",1,0
161,"Tuesday, Sep 26 2017",HOU,TEX,3:23,"28,976",1,0
